Retailer,Brand,Segment,Gender,Category,Product Types,Details,Normalized Color,Color Option Name,Activewear,Pattern,Full Price ($),SKUs Available,Season,Description,Care information,Sizes,Return-Risk Probability
Primark - non-transactional site (ES),Primark,Value,Men,Outerwear,"Jackets > Other Jackets, Jackets","Hooded, Puffer/Quilted, Outerwear, Apparel, Sleeves, Fabrication, Multi-Packs",Black,Black,Non-activewear,Plain,21.13,7/7,aw24,"Padded jacket with hood, zip and open pockets
991104669804",No usar lejía; No limpiar en seco; Lavar con colores similares; Secar en secadora a baja temperatura; No planchar; Temperatura máxima 30 °C,"XXXL, L, XL, M, XXL, XS, S",
Primark - non-transactional site (ES),Primark,Value,Men,Hosiery,"Socks, Socks > Other Socks","3-Pack, Apparel, Fabrication, Multi-Packs",White,White,Non-activewear,Plain,7.04,2/2,aw24,"A pack of three pairs of Kappa ribbed ankle socks
991109807002","No usar lejía; No lavar en seco; No secar en secadora; Temperatura máxima 40, ºC; Lavar con colores similares; No planchar","40-42, 43-47",
Primark - non-transactional site (DE),Primark,Value,Girls,Bottoms,Leggings,"Apparel, Fabrication, Lengths, Multi-Packs, Bottoms",Grey,Grey,Non-activewear,Plain,2.70,8/8,aw24,Narrow leggings made of soft cotton are a loungewear must,Ähnliche Farben zusammen waschen; Nicht trocknergeeignet; Maximale Temperatur 40 °C; Nicht chemisch reinigen; Auf niedriger Stufe bügeln; Im Wäschenetz waschen,"10-11Y, 11-12Y, 8-9Y, 12-13Y, 14-15Y, 9-10Y, 13-14Y, 7-8Y",
Primark - non-transactional site (DE),Primark,Value,Boys,Tops,Sweatshirts ,"Apparel, Fits, Sleeves, Fabrication, Tops, Round Neck, Multi-Packs",Blue,Blue,Non-activewear,Conversational,3.29,7/7,aw24,This sweatshirt with cuffs promises comfortable wearing comfort,Vor dem ersten Gebrauch waschen; Maximale Temperatur 40 °C; Nicht bleichen; Nicht im Trockner trocknen; Nicht chemisch reinigen; Ähnliche Farben zusammen waschen,"0-3M, 18-24M, 3-6M, 6-9M, 12-18M, 9-12M, 24-36M",
Primark - non-transactional site (ES),Primark,Value,Girls,Hosiery,"Socks, Socks > Other Socks","7-Pack, Apparel, Fabrication, Multi-Packs",White,White,Non-activewear,Conversational,4.11,4/4,aw24,"A pack with the days of the week on the plant to use daily
911,796002",No utilizar lejía; No limpiar en seco; No secar en secadora; Temperatura máxima 40 ºC; Lavar antes de usar por primera vez,"37-40, 23-26, 30.5-36, 26.5-30.5",
Primark - non-transactional site (DE),Primark,Value,Women,Underwear,"Bras > Other Bras, Bras","2-Pack, Apparel, Fabrication, Underwear / Swim, Multi-Packs",Multicolour,Multi,Non-activewear,Plain,2.94,1/1,aw24,Treat yourself to extra comfort with these back extensions and more width for your bras! ,Nicht bleichen; Nicht chemisch reinigen; Nicht trocknergeeignet; Maximale Temperatur 30 °C; Ähnliche Farben zusammen waschen,One Size,
Primark - non-transactional site (DE),Primark,Value,Women,Underwear,Shapewear,"High Rise, Apparel, Fabrication, Underwear / Swim, Multi-Packs",Black,Black,Non-activewear,Plain,8.22,6/6,aw24,These seamless high-rise briefs provide medium shaping and a slim silhouette,Nicht bleichen; Nicht chemisch reinigen; Nicht trocknergeeignet; Ähnliche Farben zusammen waschen; Ähnliche Farben zusammen waschen; Auf niedriger Stufe bügeln,"38/40, 46/48, 40/42, 50/52, 34/36, 42/44",
Primark - non-transactional site (US),Primark,Value,Boys,Tops,Hoodies,"Apparel, Fits, Sleeves, Fabrication, Tops, Round Neck, Multi-Packs",Red,Red,Non-activewear,Graphics,5.00,7/7,aw24,"Hack their casual everyday style with this cool sweat top
Sweaters and Cardigans Neckline: Crew Sleeve
Length: Full Length Model
Size: 12-18m No hood
Print: Solid Color","Wash before first use
Max temperature 100F/40C
Do not bleach
Do not dry clean
Wash similar colors together
Do not tumble dry
Wash inside out
Cool iron
Do not iron trim.; Maximum Temperature 104*F; Do not bleach
Max temperature 100°F/40°C
Do not wring or twist.; Do not tumble dry
Max temperature 85°F/30°C
Wash in a mesh bag
Iron on the reverse.; Do not dry clean
Wash in mesh bag
Iron on reverse.; Wash similar colors together
: 60% Cotton 40% Polyester Fire
Safety: WARNING! Keep away from","6-9M, 3-6M, 9-12M, 0-3M, 24-36M, 12-18M, 18-24M",
Primark - non-transactional site (UK),Primark,Value,Boys,Accessories,"Tech or Miscellaneous Accessories > Umbrella, Tech or Miscellaneous Accessories",Fabrication,Black,Black,Non-activewear,Plain,6.79,1/1,aw24,"Heroically take on rainy days with this Spider-Man umbrella
Featuring a black and red colour palette, it features a fun Spider-Man graphic design that your little superhero fan will love
The easy-grip curved handle makes it great for your little one to carry around, while the transparent panelling will help keep rainfall at bay
Pair it with a Spider-Man raincoat and wellies for all their web-slinging, puddle-jumping adventures!
A superhero-themed umbrella with decorative panelling, a tie fastening and curved handle
Character: Spider-Man","Composition: 100% Plastic Fire
Safety: WARNING! Keep away from fire Country of",One Size,
Primark - non-transactional site (UK),Primark,Value,Men,Footwear,Slippers,"Flat, Fabrication, Footwear",Grey,Grey,Non-activewear,Product has no pattern data,8.15,4/4,aw24,"Add a dash of dapper to your nightwear with our corduroy mule slippers
Primark Cares is our commitment to doing better, every day – making more sustainable products everyone can afford, reducing our impact on the planet and supporting the livelihoods of the people who make our clothes.
.
We’ve created a guide so you can learn more about the fibres in our products and some of the key terms linked to our ambitions in this space, click
Pattern: Solid colour
Origin: China;
LINING AND
For more information on Primark Cares click
here","Maximum Temperature 30*C; Do not bleach; Do not dry-clean; Do not Iron; Do not tumble dry; Wash similar colours together
Composition: UPPER-Textile, INNER-Textile, SOLE-Textile/Synthetic Fire
Safety: WARNING! Keep away from fire Country of
UPPER: MADE WITH A MINIMUM OF 50% RECYCLED POLYESTER
SOCK: MADE WITH A MINIMUM OF 50% RECYCLED","M, S, L, XL",
Primark - non-transactional site (UK),Primark,Value,Unisex kids,Accessories,"Hats > Other Hats, Hats","Fabrication, 2-Pack",Brown,Taupe,Non-activewear,Conversational,3.80,2/2,aw24,"Cover noggins and tiny hands with these precious cap and mitten sets
Origin: Bangladesh;","Wash before first use; Maximum Temperature 40*C; Do not bleach; Do not tumble dry; Do not dry-clean; Wash similar colours together
Composition: 100% Cotton Fire
Safety: WARNING! Keep away from fire Country of","3-6M, 0-3M",
Primark - non-transactional site (UK),Primark,Value,Women,Tops,T-Shirts,"Long Sleeve, Round Neck, Apparel, Fits, Sleeves, Fabrication, Tops, Multi-Packs",White,White,Non-activewear,Plain,5.43,7/7,aw24,"Slip into comfort with our stretch long sleeve top, the perfect layer for a variety of occasions
Featuring a classic crew neckline and a flattering, yet not-too-tight fit, this wardrobe staple effortlessly combines style and ease
Whether you're layering it under a cosy jumper for chilly days or pairing it with your favourite jeans for a laidback weekend look, this top is a true all-rounder! Made from a stretchy fabric for all day comfort, dress this garment up with a statement necklace, or keep it casual with leggings for gorgeous weekend wearing
The styling potential goes on!
A long sleeve top featuring a stretchy fabric and crew neckline
Neckline: Crew
Fit: Regular Sleeve
Length: Full length Model
Size: S Model
Height: 173 cm","Maximum Temperature 40*C; Do not dry-clean; Do not tumble dry; Cool Iron; Do not bleach
Composition: 100% Cotton Fire
Safety: WARNING! Keep away from fire Country of","XS, XXL, XXS, M, L, S, XL",
Primark - non-transactional site (UK),Primark,Value,Women,Tops,Hoodies,"Drop Shoulder, Long Sleeve, Apparel, Fits, Sleeves, Fabrication, Tops, Multi-Packs",Black,Black,Non-activewear,Plain,10.87,7/7,aw24,"Don’t neglect your loungewear repertoire and bring in a new style with this classic pullover hoodie
Made from soft jersey, this timeless pullover is all about creating cosy, long-wearing comfort
The design features a fixed hood, front kangaroo pocket, and long sleeves with slightly dropped shoulders and fitted cuffs
The ribbed trims help to deliver a snug feeling fit, so whether you team this hoodie with relaxed joggers or layer over a casual dress, we’re sure you’ll score this style ten out of ten for comfort.
Every wardrobe needs a slouchy jersey hoodie with a handy kangaroo pocket
Neckline: Hooded Sleeve
Length: Full length Model
Size: S Model
Height: 173 cm
Origin: Bangladesh; Bangladesh;","Do not bleach; Do not dry-clean; Do not tumble dry; Wash similar colours together; Maximum Temperature 30*C; Cool Iron; Wash before first use; Iron on the reverse; Wash Inside Out
Composition: 65% Polyester, 35% Cotton Country of","XL, XS, XXL, L, S, XXS, M",
Primark - non-transactional site (ES),Primark,Value,Boys,Bottoms,Sweatpants,"Apparel, Fabrication, Lengths, Multi-Packs, Bottoms",Grey,Charcoal gray,Non-activewear,Plain,3.29,7/7,aw24,"Casual joggers perfect for little lovers of comfort
991103623716","Lavar antes del primer uso; Temperatura máxima 40, ºC;No usar lejía; No secar en secadora; No lavar en seco; Lavar con colores similares","18-24M, 6-9M, 0-3M, 3-6M, 12-18M, 9-12M, 24-36M",
Primark - non-transactional site (ES),Primark,Value,Women,Hosiery,"Socks, Socks > Other Socks","3-Pack, Apparel, Fabrication, Multi-Packs",White,White,Lifestyle,Plain,5.89,2/2,aw24,"Three pairs of low sports socks with contrast Kappa logo
911,12200002",No usar lejía; No limpiar en seco; No secar en secadora; Temperatura máxima 40 °C; Lavar con colores similares; No planchar,"35-38, 39-42",
Primark - non-transactional site (DE),Primark,Value,Boys,Accessories,"Formal Accessories > Cufflinks, Formal Accessories",Fabrication,Neutral,Stone colors,Non-activewear,Plain,12.91,6/6,aw24,"These sweatpants feature drawstring, pockets and pretty inserts",Nicht bleichen; Nicht chemisch reinigen; Nicht trocknergeeignet; Maximale Temperatur 40 °C; Vor dem ersten Gebrauch waschen; Auf niedriger Stufe bügeln; Auf links waschen; Ähnliche Farben zusammen waschen; Auf links bügeln,"5-6Y, 6-7Y, 2-3Y, 3-4Y, 4-5Y, 1.5-2Y",
Primark - non-transactional site (DE),Primark,Value,Women,Bottoms,Sweatpants,"Apparel, Fabrication, Lengths, Multi-Packs, Bottoms",Grey,Heather gray,Non-activewear,Plain,10.57,6/6,aw24,These regular-fit sweatpants with drawstring and cuffs are perfect for your relaxed look! ,Nicht trocknergeeignet; Maximale Temperatur 40 °C; Auf niedriger Stufe bügeln; Nicht chemisch reinigen; Maximale Temperatur 30 °C; Im Wäschenetz waschen; Auf links waschen,"M, XXS, L, XS, S, XL",
Primark - non-transactional site (US),Primark,Value,Boys,Bottoms,"Trousers, Trousers > Cargo","Apparel, Fabrication, Lengths, Multi-Packs, Bottoms",Green,Olive,Non-activewear,Plain,16.00,8/8,aw24,"These cool cargos are a must-have for budding fashion fans
Pants Fit: Regular
Closure: Drawstring","Do not bleach
Cool iron
Do not dry clean
Do not tumble dry
Max temperature 100°F/40°C
Wash similar colors together
Do not wring or twist.; Do not dry clean
Max temperature 85°F/30°C
Wash inside out
Wash in mesh bag
Iron on reverse.; Do not tumble dry
Wash in a mesh bag
Iron on the reverse.; Max temperature 85F/30C
Iron on the reverse
Wash separately
Wash in a mesh bag; Wash before first use
Max temperature 100F/40C
Do not iron trim.; Wash similar colors together; Wash Inside Out; Cool iron
Do not wring or twist.; Do not iron trim
: 98% Cotton 2% Elastane Fire
Safety: WARNING! Keep away from","10-11Y, 7-8Y, 14-15Y, 9-10Y, 12-13Y, 8-9Y, 11-12Y, 13-14Y",
Primark - non-transactional site (US),Primark,Value,Boys,Bottoms,"Trousers, Trousers > Chinos","Apparel, Fabrication, Lengths, Multi-Packs, Bottoms",Navy,Navy,Non-activewear,Plain,10.00,8/8,aw24,"Belt loops, pockets, straight legs: cool chinos are a dressy-casual win
.
For more information on Primark Cares click
We’ve created a guide so you can learn more about the fibres in our products and some of the key terms linked to our ambitions in this space, click
Pants Fit: Regular
Closure: Button
Primark Cares is our commitment to doing better, every day – making more sustainable products everyone can afford, reducing our impact on the planet and supporting the livelihoods of the people who make our clothes.
here","Do not bleach
Do not dry clean
Do not tumble dry
Wash similar colors together
Iron on the reverse
Wash inside out
Max temperature 85F/30C
Avoid contact with light colors: color may transfer
Cool iron.; Do not dry clean
Cool iron
Max Temperature 85F/30C
Wash inside out in a mesh bag
Reshape while damp
Iron on the reverse.; Wash before first use
Max temperature 100F/40C
Do not iron trim.; Maximum Temperature 30*C; Wash similar colors together; Tumble dry at lower temperature setting; Warm Iron
Product made with a minimum of 50% cotton from The Primark Cotton Project
: 98% Cotton 2% Elastane Fire
Safety: WARNING! Keep away from","7-8Y, 14-15Y, 10-11Y, 8-9Y, 12-13Y, 13-14Y, 11-12Y, 9-10Y",
Primark - non-transactional site (US),Primark,Value,Men,Tops,T-Shirts,"Short Sleeve, Round Neck, Apparel, Fits, Sleeves, Fabrication, Tops, Multi-Packs",Black,Black,Non-activewear,Graphics,20.00,7/7,aw24,"Sport this NBA T-shirt, showcasing a crew neck, short sleeves and Orlando Magic graphics
Shirts NBA NBA Character: Orlando Magic
Neckline: Crew
Fit: Regular Sleeve
Length: Short sleeve Model
Size: M
: 100%","Maximum Temperature 104*F; Do not dry clean
Do not tumble dry
Cool iron
Do not bleach
Max Temperature 85F/30C
Wash inside out in a mesh bag
Wash similar colors together
Reshape while damp
Iron on the reverse.; Do not tumble dry; Cool iron
Do not dry clean
Rinse before washing
Wash before first use
Max temperature 85F/30C
Wash inside out
Color may transfer: avoid contact with light colors.; Cool iron
Iron on the reverse.; Wash similar colors together; Wash Inside Out; Iron on the reverse; Avoid contact with light colors as color may transfer","M, XXXL, XXL, XS, S, L, XL",
Primark - non-transactional site (US),Primark,Value,Men,Tops,T-Shirts,"Short Sleeve, Apparel, Fits, Sleeves, Fabrication, Tops, Round Neck, Multi-Packs",White,White,Non-activewear,Graphics,20.00,7/7,aw24,"With Orlando Magic emblems, this short sleeve T-Shirt will be an enchanting addition to your wardrobe
Shirts NBA NBA Character: Orlando Magic
Neckline: Crew
Fit: Regular Sleeve
Length: Short sleeve Model
Size: M
: 100%","Cool iron
Do not bleach
Do not dry clean
Do not tumble dry
Max temperature 85F/30C
Wash before first use
Wash similar colors together
Iron on the reverse.; Do not dry clean
Max Temperature 85F/30C
Wash inside out in a mesh bag
Reshape while damp
Iron on the reverse.; Do not tumble dry; Maximum Temperature 104*F; Wash similar colors together; Iron on the reverse; Wash Inside Out; Cool iron
Rinse before washing
Wash inside out
Color may transfer: avoid contact with light colors.","M, XS, L, XXXL, XXL, XL, S",
Primark - non-transactional site (UK),Primark,Value,Men,Accessories,"Small Accessories > Purses/Wallets, Small Accessories",Fabrication,Black,Black,Non-activewear,Plain,6.79,1/1,aw24,"A bifold wallet with interior card slots, a zipped pocket and rubberised finish
Fastening: Popper
Pattern: Solid colour",Composition: 100% Polyurethane Coated Textile (Visible) Country of,One Size,
Primark - non-transactional site (UK),Primark,Value,Men,Accessories,"Small Accessories > Purses/Wallets, Small Accessories",Fabrication,Green,Khaki,Non-activewear,Plain,6.79,1/1,aw24,"A bifold wallet with interior card slots, a zipped pocket and rubberised finish
Fastening: Popper
Pattern: Solid colour",Composition: 100% Polyurethane Coated Textile (Visible) Country of,One Size,
Primark - non-transactional site (UK),Primark,Value,Men,Underwear,"Underpants/Knickers, Underpants/Knickers > Briefs/Panty","Apparel, 5-Pack, Fabrication, Underwear / Swim, Multi-Packs",Grey,Grey,Non-activewear,Stripes,13.59,6/6,aw24,"Five pairs of classic cotton blend briefs for everyday comfort
Model Size: M Model
Height: 185 cm
Pattern: Patterned
Origin: China;
Primark Cares is our commitment to doing better, every day – making more sustainable products everyone can afford, reducing our impact on the planet and supporting the livelihoods of the people who make our clothes.
.
We’ve created a guide so you can learn more about the fibres in our products and some of the key terms linked to our ambitions in this space, click
For more information on Primark Cares click
here","Do not bleach; Do not dry-clean; Do not tumble dry; Maximum Temperature 40*C; Wash similar colours together; Cool Iron; Wash Inside Out
Composition: 54% Modal, 42% Cotton, 4% Elastane Country of
PRODUCT MADE USING A MINIMUM OF 50% SUSTAINABLE MODAL","XL, M, L, S, XXL, XS",
Primark - non-transactional site (UK),Primark,Value,Boys,Bottoms,"Trousers, Trousers > Chinos","Apparel, Fabrication, Lengths, Multi-Packs, Bottoms",Navy,Navy,Non-activewear,Plain,9.51,8/8,aw24,"They’ll enjoy refreshing their formalised dress sense with this pair of chino trousers
Available in a navy blue colourway that prides itself on personable versatility, you’ll find them easy to pair them with shirts for their smarter occasions like parties, family gatherings and everything in between
Designed with belt loops plus slip and jetted pocket details for an elevated sense of utility, we feel they’ll be the next go-to garment choice in your youngster’s smart wear wardrobe
Now, time to check stock levels in stores near you...
Designed with belt loops, pocket details and a straight leg fit, these cool chinos will be their next wardrobe winner!
Primark Cares is our commitment to doing better, every day – making more sustainable products everyone can afford, reducing our impact on the planet and supporting the livelihoods of the people who make our clothes.
.
We’ve created a guide so you can learn more about the fibres in our products and some of the key terms linked to our ambitions in this space, click
Fit: Regular
Fastening: Button
Origin: Bangladesh
For more information on Primark Cares click
here","Do not bleach; Do not dry-clean; Wash before first use; Maximum Temperature 30*C; Wash similar colours together; Tumble dry at lower temperature setting; Warm Iron
Product made using a minimum of 50% cotton from The Primark Cotton Project
Composition: 98% Cotton, 2% Elastane Fire
Safety: WARNING! Keep away from fire Country of
Body: Cotton 98%; Elastane","7-8Y, 14-15Y, 10-11Y, 8-9Y, 12-13Y, 13-14Y, 11-12Y, 9-10Y",
Primark - non-transactional site (UK),Primark,Value,Girls,Nightwear,Pajama Sets,"Sleeveless, Apparel, Sleeves, Fabrication, 2-Pack, Multi-Packs",Multicolour,Multi,Non-activewear,Conversational,8.15,8/8,aw24,"Add a touch of playful charm to your wardrobe with this adorable Disney's Stitch cropped vest set
Perfect for fans of the mischievous yet lovable Stitch, this set includes two vibrant cropped vests in shades of lilac and pastel tie-dye
These vests feature adjustable spaghetti straps with an elasticated Stitch band for a secure, flattering fit
Ideal for lounging at home or casual outings, these versatile vests can be layered or worn solo, bringing a fun and whimsical vibe to everyday attire.
Two Disney’s Stitch cropped vests in pretty lilac designs with adjustable straps
Character: Stitch","Do not bleach; Do not dry-clean; Do not tumble dry; Maximum Temperature 40*C; Wash before first use; Wash similar colours together; Wash Inside Out; Cool Iron; Do not iron print; Do not iron trim; Iron on the reverse
Composition: 95% Cotton, 5%Elastane Fire
Safety: WARNING! Keep away from fire Country of
These vests feature adjustable spaghetti straps with an elasticated Stitch band for a secure, flattering fit","14-15Y, 11-12Y, 10-11Y, 13-14Y, 12-13Y, 8-9Y, 7-8Y, 9-10Y",
Primark - non-transactional site (UK),Primark,Value,Men,Outerwear,"Coats, Coats > Other Coats","Hooded, Long Sleeve, Waterproof, Outerwear, Apparel, Sleeves, Fabrication, Multi-Packs",Black,Black,Non-activewear,Plain,29.89,7/7,aw24,"Ensure your selection of outerwear offers practical pieces by adding this zip-through hooded raincoat into the rotation
Ideal for dreary weather and days peppered with light showers, this windproof coat is a must for helping to keep you comfortable and dry
It features a high neckline with an adjustable hood for optimal shelter, a zip fastening with a popper storm flap, long sleeves and two flap pockets on the chest for storage
An additional two slip pockets feature at the front and a single interior slip pocket is perfect for carrying important pieces close to you, all the while offering another functional touch to the style.
A zipped raincoat featuring a storm flap, adjustable hood and flap pockets
Fit: Regular Sleeve
Length: Full length Model
Size: M Model
Height: 180 cm
Fastening: Zip Attached hood","Do not bleach; Do not dry-clean; Maximum Temperature 40*C; Wash similar colours together; Wash Inside Out; Tumble dry at lower temperature setting; Cool Iron
Pattern: Solid colour Waterproof
Composition: OUTER-100% Polyester, LINING-100% Polyester Country of","XXXL, S, XL, XXL, XS, M, L",
Primark - non-transactional site (DE),Primark,Value,Women,Accessories,"Bags > Backpack, Bags","Fabrication, Leather (incl faux leather)",Multicolour,Ecrufarben,Non-activewear,Plain,16.44,1/1,aw24,This small backpack is the perfect bag for all important things,K.A.,One Size,
Primark - non-transactional site (ES),Primark,Value,Girls,Bottoms,"Trousers, Trousers > Other Trousers","Apparel, Fabrication, Lengths, Multi-Packs, Bottoms",Navy,Navy blue,Non-activewear,Plain,10.57,8/8,aw24,"Your favorites, with belt loops, pockets and straight leg
911,706479528",No usar lejía; No limpiar en seco; Lavar antes del primer uso; Temperatura máxima: 30 °C; Lavar con colores similares; Secar en secadora a baja temperatura; Planchar a temperatura media,"7-8Y, 14-15Y, 10-11Y, 8-9Y, 12-13Y, 13-14Y, 11-12Y, 9-10Y",
Primark - non-transactional site (DE),Primark,Value,Boys,Bottoms,"Trousers, Trousers > Chinos","Apparel, Fabrication, Lengths, Multi-Packs, Bottoms",Navy,Navy,Non-activewear,Plain,10.57,8/8,aw24,"These cool chinos with belt loops, pockets and straight leg cut will be their new favorites! ",Nicht bleichen; Nicht chemisch reinigen; Vor dem ersten Gebrauch waschen; Maximale Temperatur 30 °C; Ähnliche Farben zusammen waschen; Bei niedrigerer Temperatur im Trockner trocknen; Auf mittlerer Stufe bügeln,"7-8Y, 14-15Y, 10-11Y, 8-9Y, 12-13Y, 13-14Y, 11-12Y, 9-10Y",
Primark - non-transactional site (US),Primark,Value,Unisex kids,Accessories,"Gloves > Mittens, Gloves","Fabrication, 3-Pack",White,White,Non-activewear,Plain,2.50,1/1,aw24,"Keep their little hands feeling cosy with these three pairs of essential scratch mitts
.
For more information on Primark Cares click
We’ve created a guide so you can learn more about the fibres in our products and some of the key terms linked to our ambitions in this space, click
Primark Cares is our commitment to doing better, every day – making more sustainable products everyone can afford, reducing our impact on the planet and supporting the livelihoods of the people who make our clothes.
here","Do not bleach
Do not dry clean
Do not tumble dry
Wash before first use
Wash similar colors together
Max temperature 85F/30C
Cool iron
Reshape whilst damp.
Product made with a minimum of 50% cotton from The Primark Cotton Project
Hats and Mittens : 100% Cotton Fire
Safety: WARNING! Keep away from",One Size,
Primark - non-transactional site (US),Primark,Value,Women,Nightwear,"Pajama Tops, Pajama Tops > Other Pajama Tops","Short Sleeve, Apparel, Sleeves, Fabrication, Round Neck, Multi-Packs",Brown,Taupe,Non-activewear,Conversational,14.00,7/7,aw24,"A bedtime look for Disney divas: this short sleeve Mickey Mouse PJ top
Primark Cares is our commitment to doing better, every day – making more sustainable products everyone can afford, reducing our impact on the planet and supporting the livelihoods of the people who make our clothes.
For more information on Primark Cares click
here
.
Minnie and Friends Character: Disney's Mickey Mouse, Minnie Mouse
Neckline: Crew Sleeve
Length: Short sleeve Model
Size: S-10/12
We’ve created a guide so you can learn more about the fibres in our products and some of the key terms linked to our ambitions in this space, click","Do not dry clean
Do not tumble dry
Cool iron
Do not bleach
Max Temperature 85F/30C
Wash inside out in a mesh bag
Wash similar colors together
Reshape while damp
Iron on the reverse.; Do not tumble dry; Do not bleach
Iron on the reverse
Wash inside out
Max temperature 85F/30C
Avoid contact with light colors: color may transfer
Cool iron.; Wash similar colors together; Maximum Temperature 30*C; Wash Inside Out; Warm Iron; Iron on the reverse
Product made with a minimum of 50% cotton from The Primark Cotton Project
: 100% Cotton Fire
Safety: WARNING! Keep away from","10/12, 2/4, 14/16, 8/10, 6/8, 18/20, 0/2",
Primark - non-transactional site (US),Primark,Value,Women,Tops,Hoodies,"Apparel, Fits, Sleeves, Fabrication, Tops, Multi-Packs",Black,Black,Non-activewear,Graphics,36.00,7/7,aw24,"You’ll never have to walk the style plank in this Buccaneers hoodie
Hoodies NFL NFL Character: Tampa Bay Buccaneers
Neckline: Hooded
Fit: Regular Sleeve
Length: Full Length
Closure: None Set","Do not dry-clean; Do not tumble dry
Cool iron
Do not bleach
Do not dry-clean
Max temperature 85F/30C
Wash similar colors together
Wash in mesh bag
Wash inside out
Iron on the reverse.; Cool iron
Do not dry clean
Do not tumble dry
Max temperature 100°F/40°C
Wash in mesh bag.; Do not bleach
Maximum Temperature 85F/30C
Wash separately
Iron on the reverse.; Wash similar colors together; Wash Inside Out; Iron on the reverse; Maximum temperature 86F/30C
Wash dark colors separately
Reshape whilst damp
Wash in mesh bag.; Avoid contact with light colors as color may transfer
: 60% Cotton 40%","XXXL, XXL, S, XS, XL, M, L",
Primark - non-transactional site (UK),Primark,Value,Women,Tops,T-Shirts,"Long Sleeve, Round Neck, Apparel, Fits, Sleeves, Fabrication, Tops, Multi-Packs",Navy,Navy,Non-activewear,Stripes,6.79,7/7,aw24,"This long sleeve crew neck top combines comfort and style with its classic stripe design! Made from soft, breathable cotton, it ensures all-day comfort, while the relaxed fit provides ease of movement and a casual look, making it perfect for everyday wear
The timeless stripe pattern adds a touch of sophistication, making this top versatile enough to pair with jeans for a laid-back outfit or with tailored pants for a more polished appearance
Whether you're lounging at home or out for a casual day, this top is a staple piece that offers both comfort and style!
This classic long-sleeved top with its crew neckline and relaxed fit is a perfect smart-casual staple!
Neckline: Crew
Fit: Regular Sleeve
Length: Full length Model
Size: S Model
Height: 175 cm","Do not bleach; Do not dry-clean; Do not tumble dry; Maximum Temperature 40*C; Wash similar colours together; Cool Iron; Wash Inside Out; Avoid contact with light colours as colour may transfer
This long sleeve crew neck top combines comfort and style with its classic stripe design! Made from soft, breathable cotton, it ensures all-day comfort, while the relaxed fit provides ease of movement and a casual look, making it perfect for everyday wear
Composition: 100% Cotton Fire
Safety: WARNING! Keep away from fire Country of","XXS, XXL, L, XS, S, M, XL",
Primark - non-transactional site (UK),Primark,Value,Women,Hosiery,"Socks, Socks > Other Socks","Apparel, Fabrication, Multi-Packs",Neutral,Ivory,Non-activewear,Plain,6.11,1/1,aw24,These essential cosy ribbed crew socks are a timeless staple in any sock drawer!,"Do not bleach; Do not dry-clean; Do not tumble dry; Maximum Temperature 40*C; Wash similar colours together
Composition: 100% Polyester Fire
Safety: WARNING! Keep away from",One Size,
Primark - non-transactional site (UK),Primark,Value,Men,Footwear,Slippers,"Flat, Fabrication, Footwear",Black,Charcoal,Non-activewear,Product has no pattern data,4.08,4/4,aw24,"Mule slippers with waffle-texture uppers and flat soles
Country of Origin: China",,"L, XL, M, S",
Primark - non-transactional site (UK),Primark,Value,Boys,Bottoms,Sweatpants,"Apparel, Fabrication, Lengths, Multi-Packs, Bottoms",Neutral,Stone,Non-activewear,Plain,12.23,8/8,aw24,"No longer reserved for the home, joggers have become an integral part of any wardrobe
They’re comfy and go with practically everything, so why not treat your little one to this stone pair! Made from a soft jersey, they benefit from an elasticated waist with drawstring and cuffed legs for a snug feel
They showcase a panelled design and contrast zip detailing for added style points and feature two side pockets for a practical touch
Available for Click and Collect, you can pair these joggers with the matching zip hoodie, their favourite graphic tee and much more!
Thanks to their elasticated waistband and soft fabric, these cuffed joggers will be a comfy option in their wardrobe!
Fit: Regular Model
Size: 9/10Yrs
Fastening: Drawstring
Origin: Cambodia;","Do not dry-clean; Do not tumble dry; Do not bleach; Cool Iron; Wash similar colours together; Wash before first use; Wash Inside Out; Iron on the reverse; Maximum Temperature 30*C
Composition: 60% Polyester, 40% Cotton Fire
Safety: WARNING! Keep away from fire Country of
They’re comfy and go with practically everything, so why not treat your little one to this stone pair! Made from a soft jersey, they benefit from an elasticated waist with drawstring and cuffed legs for a snug feel","7-8Y, 8-9Y, 13-14Y, 11-12Y, 12-13Y, 14-15Y, 10-11Y, 9-10Y",
Primark - non-transactional site (UK),Primark,Value,Girls,Hosiery,"Socks, Socks > Long","Apparel, 5-Pack, Fabrication, Multi-Packs",Maroon,Burgundy,Non-activewear,Plain,3.80,4/4,aw24,Five pairs of knee high socks with ribbed cuffs,"Cool Iron; Do not dry-clean; Do not tumble dry; Maximum Temperature 40*C; Wash before first use
Composition: 73% Cotton 25% Polyester 2% Elastane Fire
Safety: WARNING! Keep away from fire Country of","UK 6-8.5 Jnr, UK 4-6.5, UK 9-12 Jnr, UK 12.5 Jnr - UK 3.5",
